Hospital Names,Addresses,Category,Contact Info
Dr. Esteban V. Ante Memorial Hospital,"Address: 573 Rizal St., Brgy. 18, Legaspi City, Albay",Category:Level 1/Primary,Contact No.052-2455632
Albay Doctors Hospital,"Address: Peñaranda St., Legazpi City",Category:Level 3/Tertiary,Contact No.(052) 480-7838/480-7848
Zamboanga City Medical Center,"Address: Dr. Evangelista Street, Zamboanga City, Philippines",Level 4/ Specialty,Contact No.: 9912934/9920052/9920154
Leon D. Hernandez Memorial Hospital,Address:1328 Dasmarinas St. Daet Camarines Norte,Category:Level 3/Tertiary,Contact No.054-4401406
Our Lady Of Lourdes Hospital,"Address:Lourdes Hospital Road, Iriga City,",Category:Level 3/Tertiary,Contact No.054-7212664
Santissima Trinidad Hospital Of Daet,"Address: Diversion Road, Camambugan, Daet, Camarines Norte",Category:Level 3/Tertiary,Contact No.(054) 571-2788
Sto. Nino Hospital,"Address:Mercedes Road, Daet, Camarines Norte",Category:Level 3/Tertiary,Contact No.054-7211581
Dr. Miguel V. Alegre Hospital,"Address: Burgos St., Labo, Camarines Norte",Category: Level 1/Primary,Contact No.(054) 585-2287
St. John The Apostle Hospital,"Address: Villaflores St., Labo, Camarines Norte",Category:Level 1,Contact No.(054) 585-2166/054-5852036
Saint Jude Hospital of Labo,"Address: Villaflores St., Labo, Camarines Norte",Category:Level 1/Primary,Contact No.054-5852287
Sta. Rosa Hospital and Medical,"Address: RSBS Blvd., San Lorenzo South, Balibago, Sta. Rosa City, Laguna",Category: Level 3/Tertiary,Contact No.: (049) 837-8408 / 02-5208421
Jose Panganiban Primary Hospital Services Coop,"Address:North Poblacion, Jose Panganiban, Camarines Norte",Category:Level 1/Primary,Contact No. (054) 731-7960
Rosary of Virgin Mary Hospital,"Address: M.Roxas St., Sta. Elena, Camarines Norte",Category:Level 1/Primary,Contact No.054-2013156
Dr. Robosa Hospital,"Address: 142 Sta. Cruz, Baao, Camarines Sur",Category: Level 2/secondary,Contact No.(054) 266-3011
St. Jude Clinic & Hospital,"Address: 120 Luneta St., Sta. Cruz, Baao, Camarines Sur",Category: Level 1/Primary,Contact No.054-2663029
St. Raphael Hospital,"Address:San Nicolas, Baao, Camarines Sur",Category:Level 1/Primary,Contact No.(054) 266-3181
Baesa Advent Polyclinic & General Hospital,"Address: 238 Retiro Street, Baesa Road 1400, Kalookan City, Philippines",Level 1/ Primary,Contact No.: 3302108
"St. John Hospital, Inc.","Address: Panganiban Drive, Naga City, Camarines Sur",Category:Level 3/Tertiary,Contact No.054-8111554
St. John Hospital,"Address: San Jose St., Goa, Camarines Sur",Category: Level 2/Secondary,Contact No.054-2663111
St. Vincent de Ferrer Hospital,"Address:Rizal St., Goa, Camarines Sur",Category: Level 1/Primary,Contact No.054-4777078
Rinconada Medical Center,"Address: Nabua, Camarines Sur",Category:Level 2/Secondary,Contact No.none
"Marian Hospital of Sta. Rosa, Inc.","Address: 816-A National Rd., Brgy. Tagapo, Sta. Rosa City, Laguna",Category: Level 2/Secondary,Contact No.: (049) 838-1952
Our Lady of Salvacion Clinic,"Address: Sipocot, Camarines Sur",Category:Level 1/Primary,Contact No.054-4531442
"Community General Hospital of San Pable City, Inc.","Address: C. Colago Avenue, San Pablo CIty, Laguna",Category: Level 3/Tertiary,Contact No.: (049) 562-2035 / 562-1314
Dr. Nilo O. Roa Memorial Foundation Hospital,"Address: 424 Dimasalang St., Naga City, Camarines Sur",Category:Level 2/Secondary,Contact No.054-8115089
Sts. Francis and Paul General Hospital,"Address: Farconville Subd., San Pablo City, Laguna",Category: Level 2/Secondary,Contact No.: (049) 562-8097
Mother Seton Hospital,"Address: Roxas Avenue, Diversion Road, Naga City, Camarines Sur",Category: Level 4/Specialty,Contact No.054-4724025
Lourdes Hospital,"Address: San Roque, Iriga City, Camarines Sur",Category: Level 2/Secondary,Contact No.(054) 299- 2777
Our Lady Of Mediatrix Hospital,"Address: San Jose, Iriga City, Camarines Sur",Category:Level 2/Secondary,Contact No.
Sta. Maria Josefa Foundation Hospital,"Address: Francia, Iriga City, Camarines Sur",Category: Level 2/Secondary,Contact No. (054) 299-3101
Our Lady Of Fatima Hospital,"Address: Bagong Bayan, Panganiban Catanduanes",Category: Level 1/Primary,Contact No.none
Dr. A. P. Zantua Memorial Hospital,"Address: Francia Street, Virac, Catanduanes",Category: Level 2/Secondary,Contact No. http://home.cogeco.ca/~zantua/hospital/
Immaculate Heart Of Mary Hospital,Address: E. Rafael St. Brgy. Rawis Virac Catanduanes,Category: Level 2/Secondary,Contact No.(052) 811-0580/82
"Good Samaritan Health Care System, Inc.","Address: Burgos Avenue, Cabanatuan City, Nueva Ecija, Philippines",Category: Level 3/ Tertiary,Contact No.: 044-158285/4643969
Wesleyan University General Hospital and Cardiovascular Center,"Address: Tandang Sora Street Corner Mabini Extension, Cabanatuan City, Nueva Ecija, Philippines",Category: Level 3/ Tertiary,Contact No.:044-4634735
San Pablo Doctors Hospital,"Address: 55 A. Mabini St., San Pablo City, Laguna",Category: Level 3/Tertiary,Contact No.: (049) 562-0998
St. Joseph Medical Clinic,"Address: Poblacion, Dimasalang, Masbate",Category:Level 1/Primary,Contact No. (056) 333-4561
Dubongco's Medical Clinic,"Address: Rosero St., Milagros, Masbate",Category: Level 1/Primary,Contact No.none
"Immaculate Conception Hospital, Inc.","Address: P. Alcantara Street, San Pablo City, Laguna",Category: Level 2/Secondary,Contact No.: (049) 562-5132
Masbate Doctors Hospital,"Address: Rosero St., Masbate City, Masbate",Category:Level 2/Secondary,Contact No. (056) 333-2103
St. Martin De Porres Medical Clinic,"Address: Domingo St., Masbate",Category: Level 1/Primary,Contact No.(056) 333-2386
San Pablo Colleges Medical Center,"Address: San Rafael, Maharlika Highway, San Pablo City, Laguna",Category: Level 3/Tertiary,Contact No.: (049) 567-0726 / 562-0728 (fax)
Emil Joanna General Hospital,"Address: 147 Quezon Ct,. Atimonan, Quezon",Category: Level 2/Secondary,Contact No.: (042) 316-5390 / 511-1092
Del Carmen Medical Clinic,"Address: 360 Pica St., Brgy. 5, Calauag, Quezon",Category: Level 1/Primary,Contact No.: (042) 301-7156
St. Vincent Medical Clinic & Hospital,Address: Masbate,Category:Level 1/Primary,Contact No.(056) 333-2375
"De Castro Hospital Foundation, Inc.","Address: 9 Fontelar St., Milagros, Masbate",Category:Level 1/Primary,Contact No.(056) 333-2675
St. Jude Medical Clinic,"Address: Luna St., Bulan, Sorsogon",Category:Level 1/Primary,Contact No. (056) 411-1353
Bulusan Family Clinic,"Address: Central Bulusan, Sorsogon",Category: Level 1/Primary,Contact No.(056) 311-0348
Sorsogon Medical Mission Group Hospital & Health Services Cooperative,"Address: Bibincahan, Sorsogon City, Sorsogon",Category: Level 3/Tertiary,Contact No. (056) 211-1861/ 211-3042
St. Peter General Hospital,"Address: Quezon St., Calauag, Quezon",Category: Level 2/Secondary,Contact No.: (042) 301-2305/7834
"Sts. Peter & Paul Hospital, Inc.","Address: 612 Alegre St., Balogo, Sorsogon",Category: Level 2/Second,Contact No.
Sto. Niño Hospital,"Address: Poblacion, Bustos, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7662176/1646/9030327
"Peter Paul Medical Center of Candelaria, Inc.","Address: Regidor St., Pob,. Candelaria, Quezon",Category: Level 2/Secondary,Contact No.: (042) 585-4531 telefax / 741-1857
"St. Therese of The Child Jesus Hospital, Inc.","Address: Jimenez St., Bacon, Sorsogon",Category: Level 2/Secondary,Contact No.none
United Candelaria Doctors Hospital,"Address: Brgy. Mangilag Sur, Candelaria, Quezon",Category: Level 2/Secondary,Contact No.: (042) 585-2114
San Diego de Alcala General Hospital,"Address: Aguinaldo St., cor. Tanada, Gumaca, Quezon",Category: Level 2/Secondary,Contact No.: (042) 317-4829
Holy Rosary Hospital,"Address: San Isidro St., Brgy. Talolong, Lopez, Quezon",Category: Level 2/Secondary,Contact No.: (042) 302-5255
Bulacan Medical Mission Group Pharmacy and Hospital - Turo Branch,"Address: Turo, Bocaue, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6414502/6921237
"Dr. Yanga's Hospital, Inc","Address: 252 P. Burgos Street, Poblacion, Bocaue, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6925307/9208289
Lopez St. Jude General Hospital Corp.,"Address: Real St., Brgy. Burgos, Lopez, Quezon",Category: Level 2/Secondary,Contact No.: (042) 302-5244 / 841-1015
Malolos San Vicente Hospital,"Address: Caniogan, Mallolos City, Bulacan, Philippines",Category: N/A,Contact No.: N/A
Lucban MMG Hospital,"Address: 38 Katipunan St., Lucban, Quezon",Category: Level 2/Secondary,Contact No.: (042) 540-8312
"Jane County Hospital, Inc.","Address: C.M. Recto, Brgy. Castillo, Pagbilao, Quezon",Category: Level 2/Secondary,Contact No.: (042) 731-1295
Soler General Hospital,"Address: Mabini St., Brgy. 6, Sariaya, Quezon",Category: Level 1/Primary,Contact No.: (042) 651-1036
"Greg Hospital-Sariaya, Inc.","Address: Gen. Luna St., Sariaya, Quezon",Category: Level 2/Secondary,Contact No.; (042) 651-1162 / 525-8487
"Arsenal ""Kalusugan"" Hospital","Address: Camp Gen. Luna, Lamao, Limay, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.:047-2445624; 2444615
Maragusan Municipal Hospital,"Address: Talisay St., Poblacion, Maragusan, Compostela Valley",Category: Level 1/Primary,Contact No. 920-5639228
Bagac Community & Medicare Hospital,"Address: Brgy. A Ricardo, Bagac, Bataan, Philippines",Category: Level 1/ Primary,Contact No.: 0917-8662868
Compostela Valley Provincial Hospital,"Address: Compostela, Davao del Norte",Category: Level 2/Secondary,Contact No.(084) 299-1194
Jose C. Payumo Jr. Memorial Hospital,"Address: San Ramon, Dinalupihan, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-4811724; 4811536
Pantukan District Hospital,"Address: Townsite, Pantukan, Compostela Valley",Category:Level 1/Primary,Contact No. 084-3720335
"Liwag Medical Clinic, Inc.","Address: 1 Mayo St., Pob. II, Tiaong, Quezon",Category: Level 2/Secondary,Contact No.: (042) 545-7672
Orani District Hospital,"Address: Lourdes Street, Ma. Fe Subdivision, Orani, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-4312827
Bataan Provincial Hospital,"Address: Manahan Street, Tenejero, Balanga City, Bataan",Category: Level 3/ Tertiary,Contact No.: 047-2372269/3635 7915959/2857
Laak Municipal Hospital,"Address:Laak, Compostela Valley Province",Category: Level 1/Primary,Contact No.none
Carmen District Hospital,"Address: Carmen, Davao del Norte",Category: Level 1/Primary,Contact No. 084-6286592
St. Cecilia Hospital,"Address: M. Castillo St., Tiaong, Quezon",Category: Level 1/Primary,Contact No.: (042) 545-9217
Mariveles Mental Hospital,"Address: P. Monroe Street, Poblacion, Mariveles, Bataan, Philippines",Category: N/A,Contact No.: 9354612/4138
"Tayabas Community Hospital, Inc.","Address: Brgy. Wakas, Tayabas, Quezon",Category: Level 3/Tertiary,Contact No.: (042) 793-2216
Bataan Doctor's Hospital & Medical Center,"Address: Cauderno St. Doña Francisca Subd., Balanga City, Bataan. Philippines",Category: Level 2/ Secondary,Contact No.: 047-2372050; 2370307
Dr. Erlinda P. Tolentino Medical Clinic and Hospital,"Address: Ibabang Kalilayan, Unisan, Quezon",Category: Level 1/Primary,Contact No.: (042) 549-8511
Bataan St. Joseph Hospital,"Address: Don Manuel Banzon Avenue, Brgy. Doña Francisca, Balanga City, Bataan, Philippines",Category: Level 3/ Tertiary,Contact No.: 047-2372009/3009/0226 loc. 128
Kapalong District Hospital,"Address: Quezon St., Maniki, Kapalong",Category: Level 2/Secondary,Contact No. 084-3710468
Mt. Carmel Dioscesan General Hospital,"Address: Allarey Extension, Lucena City, Quezon",Category: Level 3/Tertiary,Contact No.: (042) 710-2576 to 77 / 373-2025 to 26
Isaac & Catalina Medical Center,"Address: Calero Street, Ibayo, Balanga City, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-2371435; 2374003
Lucena MMG Genral Hospital,"Address: Ibabang Dupay - Red V, Lucena City, Laguna",Category: Level 3/Tertiary,Contact No.: (042) 373-5926
Samal District Hospital,"Address: Peñaplata, Igacos",Category: Level 1/Primary,Contact No. 0916-5562179
Bataan Peninsula Medical Center,"Address: San Ramon, Dinalupihan, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-2372043/4815969
Davao Regional Hospital,"Address: Apokon Tagum City, Davao del Norte",Category: Level 4/Specialty-DOH Retained,Contact No.084-2173571
"Bataan Women's Hospital,Inc.","Address: Sampaguita Street, St. Joseph Subdivision, Balanga City, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-2374428; 237-1111
Maheseco Multipurpose Cooperative,"Address: Lakandula Street, Poblacion, Mariveles, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-9354192/4003/6743
Cateel District Hospital,"Address: Road, Poblacion, Cateel, Davao Oriental",Category: Level 1/Primary,Contact No. 0920-5639228
Orion St. Michael Hospital,"Address: J.P. Rizal Street, Wakas, Orion, Bataan, Philippines",Category: Level 2/ Secondary,Contact No.: 047-2447331
Gov.Generoso Municipal Hospital,"Address: Gov. Generoso, Davao Oriental",Category: Level 1/Primary,Contact No. 087-8080122
Lupon District Hospital,"Address: Townsite, Lupon, Davao Oriental",Category: Level 2/Secondary,Contact No. 087-8080122
Manay District Hospital,"Address: Bato, Sta. Maria, Manay, Davao Oriental",Category: Level 1/Primary,Contact No. 0915-4357752
Sto. Rosario Maternity & Medical Clinic,"Address: 3 Rizal Street, Sta. Isabel, Dinalupihan, Bataan. Philippines",Category: Level 1/ Primary,Contact No.: 047-4811050
Lucena United Doctors Hospital and Medical Center,"Address: Brgy. Isabang, Lucena City, Quezon",Category: Level 3/Tertiary,Contact No.: (042) 373-6161
Davao Oriental Provincial Hospital,"Address: Mati, Davao Oriental",Category: Level 3/Tertiary,Contact No.087-3883420
Castro Maternity Hospital,"Address: M Ponce Street, Tibag, Baliaug, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7661462/6026/7022
Tomas Lachica District Hospital,"Address: Jose Abad Santos, Davao del Sur",Category: Level 1/Primary,Contact No. 0920-3053617
De Jesus General Hospital,"Address: #5 B.S. Aquino Avenue, Baliuag, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7663062/7405/7040
Gregorio Matas District Hospital,"Address: Kiblawan, Davao del Sur",Category:Level 1/Primary,Contact No.9205294
Bustos Community Hospital,"Address: Hilario Street Poblacion, Bustos, Bulacan, Philippines",Category: Level 1/ Primary,contact No.: 044-6171340
Malita District Hospital,"Address: Malita, Davao del Sur",Category:Level 1/Primary,Contact No.none
Sarangani Municipal Hospital,"Address: Sarangani, Davao del Sur",Category:Level 1/Primary,Contact No.none
Ospital ng Lungsod ng San Jose del Monte,"Address: Bagong Buhay I, San Jose del Monte City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: '09163121214
Davao Del Sur Provincial Hospital,"Address: Lapu-lapu St., Digos City",Category:Level 3/Tertiary,Contact No.082-5532682
Southern Philippines Medical Center (Former Davao Medical Center),"Address: J P Laurel Ave, Davao City",Category:Level 4/Specialty-DOH Retained,Contact No.082-2272731
Bulacan Medical Center,"Address: Mojon, Malolos City, Bulacan, Philippines",Category: Level 4/ Specialty,Contact No.: 044-7910630/6622675
Camp Panacan Station Hospital,"Address: Camp Panacan, Davao City",Category:Level 1/Primary,Contact No.082-2344166
St. James Hospital And Medical Clinic,"Address: Compostela, Compostela Valley",Category:Level 1/Primary,Contact No.0917-7027653
Compostela Valley Hospital,"Address: Compostela, Compostela Valley",Category:Level 1/Primary,Contact No.(084) 299-1194
Alaba Emergency Clinic And Hospital,"Address: Maco, Compostela Valley",Category:Level 1/Primary,Contact No.none
B.A. Hospital,"Address: Saluysoy, Meycauayan, Bulacan, Philippines",Category: N/A,Contact No.: N/A
Flordeliz Medical Clinic,"Address: Nabunturan, Davao del Norte",Category: Level 1/Primary,Contact No.none
Mawab Medical Clinic & Hospital,"Address: 20 Rizal St., Poblacion, Mawab",Category:Level 1/Primary,Contact No.0917-7197021
"Bulacan Polymedic Hospital, Inc.","Address: 113 Cagayan Valley Road, Guiguinto, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6901731 / 7944881
"Nabunturan Doctors Hospital, Inc.","Address: Nabunturan, Compostela Valley",Category: Level 1/Primary,Contact No.084-3760778
Babak Community Hospital,"Address:Villarica, Babak, Island City of Samal",Category:Level 1/Primary,Contact No.0918-5845123
Divine Word Hospital,"Address: San Pedro, Hagonoy, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7930034
Carmen Medical Clinic,"Address: Km. 35 Sto Nino, Carmen",Category: Level 1/Primary,Contact No.0919-3291963
Alegre Medical Clinic,"Address: Kapalong, Davao Del Norte",Category:Level 1/Primary,Contact No.084-3710125
E.S. Garcia Hospital,"Address: 71 Malusak Street Sta. Ana, Bulacan, Philippines",Category: level 1/ Primary,Contact No.: 044-7920084
Salomon Mangilet Maternity And Medical Clinic,Address: Kapalong Davao del Norte,Category:Level 1/Primary,Contact No.084-3710153
Bungabong-Sanico Medical Clinic And Maternity Hospital,"Address: Crossing, Kinamayan, Sto.Tomas",Category: Level 1/Primary,Contact No.none
F.M.Cruz Orthopedic & General Hospital,"Address: DRT Highway, Pulilan, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6761739
Espiritu Medical Clinic And Hospital,"Address: FDR Road 2, Sto. Tomas",Category:Level 1/Primary,Contact No.(084) 829-0163
Estela Medical Clinic And Pharmacy,"Address:Sto. Tomas, Davao del Norte",Category: Level 1/Primary,Contact No.084-8290054
"Marsman Estate Plantation, Inc. Medical Clinic/Hospital","Address:Sto. Tomas, Davao del Norte",Category:Level 1/Primary,Contact No.084-8292101
Matutes Medical Clinic & Hospital,"Address: Magsaysay Ave., Sto. Tomas",Category: Level 1/Primary,Contact No.084-8291482
"Grace Memorial Hospital Foundation, Inc.","Address: 3 Burol 2nd, Balagtas, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6935208/6935782
Gubatan Clinic,"Address: 255, Burol 2nd, Balagtas, Bulacan, Philippines",Category: Level 1/ Primary,Contact No.: 044-6932468/6937423
Cainglet Medical Clinic,"Address:2081 National Highway, Salvacion, Panabo City",Category: Level 1/Primary,Contact No.084-6285222
"Somoso General Hospital, Inc.","Address: Panabo, Davao del Norte",Category:Level 2/Secondary,Contact No.084-6285263
Jesus of Nazareth Hospital,"Address: 19 MacArthur Highway,Poblacion, Guiguinto, Bulacan, Philippines",Category: Level 1/ Primary,Contact No.: 044-7941202
"Rivera Medical Center, Inc.","Address:7302 Brgy. San Francisco, Panabo City",Category:Level 3/Tertiary,Contact No.084-6285234
Antonio O. Florendo Hospital,"Address:Brgy. A. Florendo, Tadeco, Panabo City",Category:Level 2/Secondary,Contact No.084-2347711
Jesus the Good Shepherd Hospital,"Address: National Road, Poblacion, Pulilan, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7950055
Panabo Polymedic Hospital,"Address: Quirino St., Panabo City",Category: Level 2/Secondary,Contact No.0917-5489862
Carmelite Hospital,"Address: 6599 National Highway, Bgy. San Francisco, Panabo City, Davao del Norte",Category:Level 1/Primary,Contact No.084-6285342
Kairos Maternity & General Hospital,"Address: National Road, Muzon, San Jose del Monte City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6913113
Zafra Medical Clinic,"Address: Gredo, Panabo City",Category:Level 1/Primary,Contact No.084-6286140
Bishop Joseph Reagan Memorial Hospital,"Address:Christ the King Road, Tagum",Category: Level 3/Tertiary,Contact No.084-2182374
"Magpoc Maternity Hospital, Inc.","Address: 23 Ilang-ilang Street, Sta. Cruz, Guiguinto, Bulacan, Philippines",Category: Level 1/ Primary,Contact No.: 044-6902963
Malolos Maternity Hospital & Eye Center,"Address: McArthur Highway, Malolos City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7911338 / 7916807
Malolos San Ildefonso County Hospital,"Address: 288 Lovely Street, Cañalate, Malolos, Bulacan, Philippines City",Category: Level 2/ Secondary,Contact No.: 044-7912982/4321; 6626073
Mmgh And Health Services Coop Of Tagum,"Address: Visayan Village, Tagum Davao del Norte",Category:Level 3/Tertiary,Contact No.084-2173853
Mary Immaculate Maternity Hospital,"Address: F.Estrella Street, Sto. Rosario, Malolos City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7917274; 6627274
Tagum Doctors Hospital,"Address: Highway 54, RABE Subd., Tagum City",Category: Level 3/Tertiary,Contact No.084-2173775
"St. Anne General Hospital, Inc.","Address: P. Gomez Ext., Brgy. Ibabang Dupay, Red V, Lucena City, Quezon",Category: Level 3/Tertiary,Contact No.: (042) 710-2218 / 660-7850 / 710-5234 (fax)
"Mary The Queen Maternity & General Hospital Foundation, Inc","Address: Sto. Niño, Plaridel, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7950379
"United Doctor's Hospital Of Tagum , Inc.","Address: Rizal Sobrecarey St., Tagum City",Category:Level 2/Secondary,Contact No.084-2173977
"Digos Doctors' Hospital, Inc.","Address: Mc Arthur Highway, Digos City",Category:Level 3/Tertiary,Contact No.082-5533584
Mateo-Mabborang General Hospital,"Address: Toma Cruz Street, Sto. Niño, Hagonoy, Bulacan, Philippines",Category: N/A,Contact No.: N/A
"Gonzales Maranan Medical Center, Inc. (Formerly Gonzales-Maranan Clinic And Hospital, Inc.)","Address: Quezon Avenue, Digos City",Category:Level 3/Tertiary,Contact No.082-5532474
"Dominican Hospital, Inc.","Address: Quezon Ave., Digos City",Category: Level 2/Secondary,Contact No.082-5536925
Angono Medics Hospital,"Address: Quezon Avenue, San Isidro, Angono, Rizal",Category: Level 2/Secondary,Contact No.: 451-2636
Llanos Hospital,"Address: Roxas St., Digos City",Category: Level 1/Primary,Contact No.082-5532363
Pilar Medical and Maternity Clinic,"Address: Quezon Avenue, San Isidro, Angono, Rizal",Category: Level 1/Primary,Contact No.: 651-0231
Masongsong Clinic,"Address: 2805 Gen. del Pilar St.,Digos City",Category: Level 1/Primary,Contact No.082-5532625
San Isidro Hospital,"Address: 119 Quezon Ave., Angono, Rizal",Category: Level 2/Secondary,Contact No.: 451-0365
Medical Center Of Digos Cooperative Hosp.,"Address: Canos Bldg., Digos City",Category:Level 3/Tertiary,Contact No.082-5536950
Melverey Maternity & General Hospital,"Address: 366 A. Vergel de Dios Street, Sitio Looban, Tabang, Plaridel, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7952014
Paulino Hospital,"Address: Rizal Avenue, Digos City",Category: Level 2/Secondary,Contact No.082-5538480
Sunga Hospital,"Address: Digos, Davao del Sur",Category: Level 2/Secondary,Contact No.082-5533058
Ospital ng Baras,"Address: 80 Rizal St., Brgy. Mabini, Baras, Rizal",Category: Level 1/Primary,Contact No.: 515-5085
Bansalan Medical Hospital,"Address:Rosal St., Bansalan",Category: Level 1/Primary,Contact No.920-8164539
Nodado General Hospital,"Address: 456 Bigte, Norzagaray, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-9385997/8150754
Ofelia Mendoza Maternity & General Hospital,"Address: Mojon Road, Malolos City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6625060
"Centeno Medical Specialists Hospital, Inc","Address:Bansalan, Davao del Sur",Category:Level 1/Primary,Contact No.0919-4557323
Pazzu Medical Clinic,"Address: Tia Aldi St., Bansalan",Category: Level 1/Primary,Contact No.082-5539266
Pimentel Medical Clinic,"Address: Bansalan, Davao del Sur",Category: Level 1/Primary,Contact No.0918-3771036
Viacrusis Medical Clinic,"Address: Osmena St., Bansalan",Category: Level 1/Primary,Contact No.082-5539353
Zarsona Medical Clinic,"Address: Bansalan, Davao del Sur",Category:Level 1/Primary,Contact No.09202517793
Bendijo Hospital,"Address: Leling, Hagonoy, Davao del Sur",Category:Level 1/Primary,Contact No.none
Padriguilan's Maternity & Medical Clinic,"Address: Km 60 Mc Arthur Highway, Bancal, Meycauayan, Bulacan, Philippines",Category: Level 1/ Primary,Contact No.: 044-8406124
Clinica Rudinas And Hospital,"Address: Poblacion, Hagonoy",Category:Level 1/Primary,Contact No.(082) 510-8079
J. Hagonoy Medical Clinic,"Address: Hagonoy, Davao del Sur",Category:Level 1/Primary,Contact No.none
Plaridel Emergency Hospital,"Address: Gov. Padilla Road, Poblacion, Plaridel, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7951236
E.B. Mercado Medical Clinic,"Address: Kapatagan, Digos City",Category: Level 1/Primary,Contact No.0919-3220953
Clinica Pineda,"Address: Malalag, Davao del Sur",Category: Level 1/Primary,Contact No.none
R de C Galvez Medical Center,"Address: Cagayan Valley Road, San Juan, San Ildefonso, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 045-6771305
Clinica Sta. Teresa,"Address:Malalag, Davao del Sur",Category: Level 1/Primary,Contact No.none
Golingay General Hospital,"Address: Poblacion, Malalag",Category: Level 1/Primary,Contact No.none
Saroma Hospital,"Address: Malalag, Davao del Sur",Category:Level 1/Priamry,Contact No.none
Estacion Medical Clinic And Hospital,"Address: Malita, Davao del Sur",Category:Level 1/Primary,Contact No.0918-9159584
Fanlo Medical Clinic,"Address: 138 M. Peralta St., Poblacion, Malita",Category:Level 1/Primary,Contact No.
Sinawilan Clinic & Hospital,"Address: Sinawilan, Matanao, Davao del Sur",Category:Level 1/Primary,Contact No.0919-5959177
Pag-Asa Hospital,"Address: National Road, Pag-asa, Binangonan, Rizal",Category: Level 2/Secondary,Contact No.: 451-2180
"South Davao Medical Specialists Hospital, Inc.","Address: Padada, Davao del Sur",Category:Level 1/Primary,Contact No.none
Arnaiz Hospital,"Address: F.P. Felix Ave., San Isidro, Cainta, Rizal",Category: Level 2/Secondary,Contact No.: 645-6042 / 240-1977
Metro Rizal Doctors Hospital,"Address: San Roque, Cainta, Rizal",Category: Level 2/Secondary,Contact No.: 656-9994/1892
"Sacred Heart Hospital of Malolos, Inc.","Address: Dr. Peralta Street, Guinhawa Subdivision, Malolos City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7910311/7912911 loc. 104
Baron-Yee Hospital,"Address: Padada, Davao del Sur",Category:Level 1/Primary,Contact No.0918-3463464
Carlos Medical and Maternity Clinic,"Address: 911 Manila East Road, Looc, Cardona, Rizal",Category: Level 1/Primary,Contact No.: 401-5360
Tamondong-Delos Cientos Medical Clinic,"Address: Quezon St., Padada",Category: Level 1/Primary,Contact No.none
"Queen Mary Help of Christians Hospital, Inc.","Address: Calahan, Cardona, Rizal",Category: Level 2/Secondary,Contact No.: 891-0437 / 691-0438
Sagrada Familia Hospital,"Address: 214 B. Aquino Avenue, Tangos, Baliaug, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6734123/4535
San Diego General Hospital,"Address: 2992 Gov. Padilla Road, Banga 1st, Plaridel, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7950064/7952145
Asilo Hospital,"Address:Padada, Davao del Sur",Category:Level 1/Primary,Contact No.none
San Pascual Baylon Maternity & General Hospital,"Address: Provincial Road, Sto. Niño, Paombong, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6652818
Morong Doctors Hospital,"Address: San Juan, Morong, Rizal",Category: Level 2/Secondary,Contact No.: 691-5807
Ralota-Lagrada Medical Clinic,"Address: Poblacion, Sta. Cruz",Category:Level 1/Primary,Contact No.none
Cereville Medical Clinic(New),"Address: Brioso Extension, Poblacion, Sta. Cruz",Category:Level 1/Primary,Contact No.none
